PULocationID,pickup_hour,demand_mean,demand_median,demand_std,samples
40.77_-73.97,1,1.4615384615384615,1.0,0.8770580193070292,13
40.77_-73.97,2,1.4285714285714286,1.0,1.1338934190276817,7
40.77_-73.97,3,1.0,1.0,,1
40.77_-73.97,4,1.0,1.0,0.0,3
40.77_-73.97,5,1.1,1.0,0.31622776601683794,10
40.77_-73.97,6,1.8125,1.0,1.2230426539304888,16
40.77_-73.97,7,5.222222222222222,4.0,4.414428557263045,27
40.77_-73.97,8,6.884615384615385,5.0,5.867380492703183,26
40.77_-73.97,9,6.928571428571429,7.0,4.3369947901195145,28
40.77_-73.97,10,7.275862068965517,6.0,3.945128566836193,29
40.77_-73.97,11,6.258064516129032,6.0,4.343330073691414,31
40.77_-73.97,12,8.612903225806452,7.0,4.751683346315905,31
40.77_-73.97,13,7.387096774193548,6.0,4.855769210295719,31
40.77_-73.97,14,9.612903225806452,8.0,4.439800441122241,31
40.77_-73.97,15,9.607142857142858,9.0,5.187872508458661,28
40.77_-73.97,16,9.1,9.0,4.558811097280699,30
40.77_-73.97,17,8.379310344827585,8.0,4.161162209763108,29
40.77_-73.97,18,8.733333333333333,7.5,5.342951098108761,30
40.77_-73.97,19,7.741935483870968,7.0,5.37257071884887,31
40.77_-73.97,20,5.689655172413793,4.0,4.504786726169827,29
40.77_-73.97,21,4.7,4.5,2.718392019634731,30
40.77_-73.97,22,3.740740740740741,3.0,2.968975381308308,27
40.77_-73.97,23,2.96,3.0,1.903505538035898,25
40.77_-73.98,0,10.185185185185185,9.0,5.609312566116054,27
40.77_-73.98,1,6.416666666666667,5.0,4.4810389582023875,24
40.77_-73.98,2,3.857142857142857,3.0,4.682795258023932,21
40.77_-73.98,3,3.3529411764705883,2.0,3.534493890053218,17
40.77_-73.98,4,3.5555555555555554,3.0,2.650995620097811,9
40.77_-73.98,5,2.6315789473684212,2.0,1.8015587792486039,19
40.77_-73.98,6,4.863636363636363,4.0,3.6942098136389254,22
40.77_-73.98,7,11.066666666666666,9.0,8.677888402511108,30
40.77_-73.98,8,13.620689655172415,10.0,9.704247203833148,29
40.77_-73.98,9,14.586206896551724,15.0,6.13256670442617,29
40.77_-73.98,10,13.241379310344827,13.0,6.791040170768041,29
40.77_-73.98,11,12.580645161290322,12.0,6.69215557474265,31
40.77_-73.98,12,15.935483870967742,15.0,7.685204329840415,31
40.77_-73.98,13,15.612903225806452,16.0,7.360604229521915,31
40.77_-73.98,14,19.516129032258064,20.0,8.682821998029349,31
40.77_-73.98,15,19.928571428571427,19.5,7.522453162851969,28
40.77_-73.98,16,17.096774193548388,14.0,8.700018539097785,31
40.77_-73.98,17,19.066666666666666,18.0,6.01683462051058,30
40.77_-73.98,18,23.4,21.5,12.65347165119463,30
40.77_-73.98,19,26.161290322580644,23.0,12.572713242557068,31
40.77_-73.98,20,19.5,19.5,10.702078431716929,30
40.77_-73.98,21,20.3,19.0,11.225432946108858,30
40.77_-73.98,22,19.535714285714285,18.5,10.196158110368836,28
40.77_-73.98,23,18.06896551724138,14.0,14.197411822689872,29
40.77_-73.99,0,5.76,5.0,4.054626986542658,25
40.77_-73.99,1,3.9473684210526314,4.0,2.3681611293370484,19
40.77_-73.99,2,3.611111111111111,2.0,5.03094996162155,18
40.77_-73.99,3,3.6153846153846154,2.0,5.091470997960895,13
40.77_-73.99,4,5.375,3.5,4.65794252556089,8
40.77_-73.99,5,2.3157894736842106,2.0,1.002919714242558,19
40.77_-73.99,6,4.0,3.5,2.2253945610567474,22
40.77_-73.99,7,6.419354838709677,6.0,3.4522861367349713,31
40.77_-73.99,8,8.133333333333333,6.0,7.722485455421422,30
40.77_-73.99,9,7.517241379310345,7.0,3.8970748155798347,29
40.77_-73.99,10,6.241379310344827,6.0,3.169668441581335,29
40.77_-73.99,11,5.838709677419355,5.0,3.0886542289865595,31
40.77_-73.99,12,6.7,6.0,3.8160279041848266,30
40.77_-73.99,13,6.533333333333333,7.0,3.559671946656896,30
40.77_-73.99,14,7.096774193548387,7.0,2.867691739706082,31
40.77_-73.99,15,7.518518518518518,8.0,3.093048911179965,27
40.77_-73.99,16,6.838709677419355,6.0,3.4553993902639615,31
40.77_-73.99,17,7.2,7.0,3.089470437826991,30
40.77_-73.99,18,8.9,7.0,6.603812900710182,30
40.77_-73.99,19,9.03225806451613,8.0,5.102181696540817,31
40.77_-73.99,20,6.275862068965517,6.0,3.9178761714200814,29
40.77_-73.99,21,6.066666666666666,5.0,3.685323485856065,30
40.77_-73.99,22,5.0,4.0,2.8284271247461903,27
40.77_-73.99,23,7.857142857142857,4.0,7.178745819040505,28
40.77_-74.0,0,2.0,2.0,1.0,5
40.77_-74.0,1,1.3333333333333333,1.0,0.5773502691896258,3
40.77_-74.0,2,1.8888888888888888,1.0,1.3642254619787415,9
40.77_-74.0,3,1.2857142857142858,1.0,0.48795003647426655,7
40.77_-74.0,4,2.0,1.0,1.4142135623730951,5
40.77_-74.0,5,2.0,2.0,0.0,3
40.77_-74.0,6,2.0,2.0,,1
40.77_-74.0,7,2.3333333333333335,2.0,1.5275252316519465,3
40.77_-74.0,8,4.4,3.0,3.9749213828703582,5
40.77_-74.0,9,2.125,1.5,1.7268882005337975,8
40.77_-74.0,10,1.6153846153846154,1.0,1.1929278784054478,13
40.77_-74.0,11,1.4444444444444444,1.0,0.7264831572567788,9
40.77_-74.0,12,2.0,2.0,0.7745966692414833,11
40.77_-74.0,13,1.6666666666666667,1.0,0.8876253645985945,12
40.77_-74.0,14,2.4166666666666665,1.5,1.8319554050414562,12
40.77_-74.0,15,1.5,1.0,0.7071067811865476,10
40.77_-74.0,16,1.2857142857142858,1.0,0.7559289460184545,7
40.77_-74.0,17,1.4,1.0,0.5477225575051662,5
40.77_-74.0,18,1.0,1.0,,1
40.77_-74.0,19,1.0,1.0,0.0,2
40.77_-74.0,20,1.0,1.0,0.0,3
40.77_-74.0,21,1.0,1.0,0.0,3
40.77_-74.0,23,1.0,1.0,0.0,3
40.77_-74.01,0,1.0,1.0,,1
40.77_-74.01,19,1.0,1.0,,1
40.77_-74.01,22,1.0,1.0,,1
40.77_-74.02,1,1.0,1.0,,1
40.77_-74.02,2,1.0,1.0,,1
40.77_-74.03,7,1.0,1.0,,1
40.77_-74.04,1,1.0,1.0,,1
40.77_-74.14,11,1.0,1.0,,1
40.78_-73.53,13,1.0,1.0,,1
40.78_-73.59,10,1.0,1.0,,1
40.78_-73.87,18,1.0,1.0,0.0,2
40.78_-73.9,1,1.0,1.0,,1
40.78_-73.9,2,1.0,1.0,,1
40.78_-73.9,3,1.0,1.0,,1
40.78_-73.9,4,1.0,1.0,,1
40.78_-73.9,11,1.0,1.0,,1
40.78_-73.9,16,1.0,1.0,,1
40.78_-73.91,0,1.0,1.0,,1
40.78_-73.91,1,1.0,1.0,0.0,2
40.78_-73.91,2,1.0,1.0,,1
40.78_-73.91,3,1.0,1.0,0.0,2
40.78_-73.91,4,1.0,1.0,0.0,2
40.78_-73.91,5,1.0,1.0,0.0,2
40.78_-73.91,6,1.3333333333333333,1.0,0.5773502691896257,3
40.78_-73.91,7,1.0,1.0,,1
40.78_-73.91,9,1.25,1.0,0.5,4
40.78_-73.91,10,2.0,2.0,,1
40.78_-73.91,11,1.0,1.0,0.0,2
40.78_-73.91,12,1.0,1.0,,1
40.78_-73.91,13,1.0,1.0,0.0,2
40.78_-73.91,15,1.0,1.0,0.0,2
40.78_-73.91,16,1.0,1.0,0.0,2
40.78_-73.91,17,1.0,1.0,,1
40.78_-73.91,18,1.0,1.0,0.0,2
40.78_-73.91,19,1.0,1.0,,1
40.78_-73.91,20,1.0,1.0,,1
40.78_-73.91,22,1.0,1.0,0.0,2
40.78_-73.91,23,1.0,1.0,,1
40.78_-73.92,0,1.0,1.0,,1
40.78_-73.92,1,1.0,1.0,,1
40.78_-73.92,2,1.0,1.0,,1
40.78_-73.92,3,1.0,1.0,,1
40.78_-73.92,4,1.0,1.0,0.0,2
40.78_-73.92,6,1.0,1.0,0.0,2
40.78_-73.92,7,1.0,1.0,0.0,2
40.78_-73.92,9,1.0,1.0,0.0,2
40.78_-73.92,10,1.0,1.0,,1
40.78_-73.92,13,1.0,1.0,,1
40.78_-73.92,18,1.0,1.0,,1
40.78_-73.92,19,1.0,1.0,,1
40.78_-73.92,20,1.0,1.0,,1
40.78_-73.92,21,1.0,1.0,,1
40.78_-73.93,7,1.0,1.0,,1
40.78_-73.93,16,1.0,1.0,,1
40.78_-73.93,23,1.0,1.0,0.0,2
40.78_-73.94,0,1.0,1.0,0.0,2
40.78_-73.94,1,1.0,1.0,,1
40.78_-73.94,2,1.0,1.0,,1
40.78_-73.94,3,1.0,1.0,0.0,2
40.78_-73.94,4,1.0,1.0,,1
40.78_-73.94,5,1.0,1.0,0.0,3
40.78_-73.94,6,1.0,1.0,0.0,9
40.78_-73.94,7,1.9285714285714286,1.5,0.9972489631508746,14
40.78_-73.94,8,1.736842105263158,1.0,1.0457376590053493,19
40.78_-73.94,9,1.4761904761904763,1.0,0.5117663157191591,21
40.78_-73.94,10,1.6111111111111112,1.0,0.7775443160352294,18
40.78_-73.94,11,1.5263157894736843,1.0,0.6966922684794661,19
40.78_-73.94,12,1.8571428571428572,2.0,0.8644378215075665,14
40.78_-73.94,13,1.9166666666666667,1.5,1.164500152881315,12
40.78_-73.94,14,1.4166666666666667,1.0,0.5149286505444373,12
40.78_-73.94,15,1.3076923076923077,1.0,0.48038446141526137,13
40.78_-73.94,16,1.5,1.0,0.8574929257125442,18
40.78_-73.94,17,1.3,1.0,0.6569466853317864,20
40.78_-73.94,18,2.0,2.0,1.1547005383792515,16
40.78_-73.94,19,1.8571428571428572,2.0,0.6629935441317958,14
40.78_-73.94,20,1.6,1.0,0.8432740427115678,10
40.78_-73.94,21,1.375,1.0,0.5175491695067657,8
40.78_-73.94,22,1.0,1.0,0.0,6
40.78_-73.94,23,1.4,1.0,0.5477225575051662,5
40.78_-73.95,0,7.586206896551724,7.0,6.126740227299333,29
40.78_-73.95,1,5.136363636363637,4.5,4.050813610756598,22
40.78_-73.95,2,4.619047619047619,3.0,7.42614429213566,21
40.78_-73.95,3,3.7058823529411766,2.0,3.670229997601529,17
40.78_-73.95,4,6.181818181818182,4.0,4.996362313087029,11
40.78_-73.95,5,5.055555555555555,5.0,2.732639797235982,18
40.78_-73.95,6,8.304347826086957,6.0,5.286645117727359,23
40.78_-73.95,7,14.466666666666667,13.0,10.585394405152964,30
40.78_-73.95,8,13.724137931034482,11.0,9.44872081941004,29
40.78_-73.95,9,14.89655172413793,13.0,7.916279914500818,29
40.78_-73.95,10,13.9,12.5,7.331321563133687,30
40.78_-73.95,11,11.290322580645162,11.0,6.1978143910419305,31
40.78_-73.95,12,14.709677419354838,16.0,7.738189057684823,31
40.78_-73.95,13,13.548387096774194,13.0,7.196474644701248,31
40.78_-73.95,14,14.483870967741936,13.0,5.813036886986213,31
40.78_-73.95,15,17.0,15.5,7.512951779723099,28
40.78_-73.95,16,13.451612903225806,13.0,5.536778303173662,31
40.78_-73.95,17,14.966666666666667,15.0,5.804180023666257,30
40.78_-73.95,18,17.966666666666665,19.0,7.810176091146259,30
40.78_-73.95,19,16.806451612903224,16.0,8.719401182951,31
40.78_-73.95,20,13.4,14.0,6.975820307714158,30
40.78_-73.95,21,12.838709677419354,11.0,8.2182592406322,31
40.78_-73.95,22,10.892857142857142,11.0,5.108738234555217,28
40.78_-73.95,23,10.107142857142858,5.5,9.915716240969614,28
40.78_-73.96,0,4.208333333333333,3.0,3.659165581607805,24
40.78_-73.96,1,2.235294117647059,2.0,1.5218989685876771,17
40.78_-73.96,2,2.6,2.0,2.5099800796022267,5
40.78_-73.96,3,1.4,1.0,0.9660917830792958,10
40.78_-73.96,4,2.2,2.0,0.8366600265340756,5
40.78_-73.96,5,2.125,2.0,1.2041594578792296,16
40.78_-73.96,6,6.75,6.0,4.351345829317154,20
40.78_-73.96,7,13.620689655172415,12.0,10.775016715609997,29
40.78_-73.96,8,16.142857142857142,12.0,13.299162562647501,28
40.78_-73.96,9,15.0,14.0,8.430387213611755,29
40.78_-73.96,10,15.3,14.5,8.004955361826047,30
40.78_-73.96,11,12.806451612903226,11.0,5.77592333073948,31
40.78_-73.96,12,17.193548387096776,16.0,9.631266288634151,31
40.78_-73.96,13,14.935483870967742,14.0,8.977510730972767,31
40.78_-73.96,14,20.580645161290324,20.0,7.379133614674951,31
40.78_-73.96,15,22.551724137931036,23.0,11.30608624621697,29
40.78_-73.96,16,20.258064516129032,17.0,10.828874185668253,31
40.78_-73.96,17,20.8,22.0,9.308505565452974,30
40.78_-73.96,18,19.3,18.5,9.592202292882808,30
40.78_-73.96,19,16.258064516129032,14.0,8.698535286416458,31
40.78_-73.96,20,10.4,9.5,6.156577643127881,30
40.78_-73.96,21,8.903225806451612,7.0,4.968935759359861,31
40.78_-73.96,22,6.592592592592593,6.0,3.1287655375840786,27
40.78_-73.96,23,5.538461538461538,4.0,4.843393597309797,26
40.78_-73.97,0,1.6666666666666667,1.0,1.4552137502179976,18
40.78_-73.97,1,1.3333333333333333,1.0,0.5163977794943223,6
40.78_-73.97,2,1.0,1.0,0.0,4
40.78_-73.97,3,1.1428571428571428,1.0,0.3779644730092272,7
40.78_-73.97,4,1.0,1.0,0.0,2
40.78_-73.97,5,2.2,2.0,1.3038404810405297,5
40.78_-73.97,6,2.1666666666666665,2.0,1.1934162828797101,12
40.78_-73.97,7,2.5,2.0,1.6832508230603462,22
40.78_-73.97,8,3.0,2.0,2.82842712474619,24
40.78_-73.97,9,3.3333333333333335,3.0,2.0781820371926387,24
40.78_-73.97,10,3.0,2.0,2.041241452319315,25
40.78_-73.97,11,2.5833333333333335,2.5,1.3805061033726997,24
40.78_-73.97,12,4.0,4.0,2.09054308024742,28
40.78_-73.97,13,3.2142857142857144,3.0,1.7289933456835485,28
40.78_-73.97,14,4.766666666666667,4.5,2.944115502481861,30
40.78_-73.97,15,5.32,4.0,3.7828560638755477,25
40.78_-73.97,16,5.0344827586206895,4.0,2.4565184222025875,29
40.78_-73.97,17,4.333333333333333,4.0,2.401922307076307,27
40.78_-73.97,18,3.52,3.0,2.0231987873991355,25
40.78_-73.97,19,3.566666666666667,3.0,2.238893404823222,30
40.78_-73.97,20,3.1578947368421053,3.0,1.9794263449218716,19
40.78_-73.97,21,2.269230769230769,2.0,1.3728129459672882,26
40.78_-73.97,22,2.2777777777777777,1.5,1.9645551975404014,18
40.78_-73.97,23,2.0,2.0,1.2909944487358058,19
40.78_-73.98,0,6.571428571428571,5.0,4.864296008815218,28
40.78_-73.98,1,5.285714285714286,3.0,4.3375437420602125,21
40.78_-73.98,2,2.736842105263158,2.0,3.4130811310335925,19
40.78_-73.98,3,2.6153846153846154,2.0,2.328750077418554,13
40.78_-73.98,4,3.0,2.5,2.5385910352879697,10
40.78_-73.98,5,2.625,2.0,1.6278820596099706,16
40.78_-73.98,6,5.0,4.0,4.08656334834051,21
40.78_-73.98,7,10.64516129032258,8.0,8.068657001413035,31
40.78_-73.98,8,12.25,11.0,9.98007273780366,28
40.78_-73.98,9,13.321428571428571,12.0,7.428940263533787,28
40.78_-73.98,10,13.433333333333334,12.0,7.005826803126258,30
40.78_-73.98,11,10.612903225806452,10.0,5.840533191155517,31
40.78_-73.98,12,13.419354838709678,14.0,5.524335215199425,31
40.78_-73.98,13,12.774193548387096,13.0,5.283368101374696,31
40.78_-73.98,14,16.580645161290324,17.0,7.383649475015217,31
40.78_-73.98,15,16.964285714285715,15.5,7.608387880330898,28
40.78_-73.98,16,15.870967741935484,16.0,7.561930685937603,31
40.78_-73.98,17,15.2,14.0,5.83922526745954,30
40.78_-73.98,18,17.032258064516128,16.0,8.010342776551417,31
40.78_-73.98,19,17.258064516129032,17.0,8.406218896093074,31
40.78_-73.98,20,12.3,11.0,6.884014466313518,30
40.78_-73.98,21,12.64516129032258,11.0,8.20791645139729,31
40.78_-73.98,22,10.535714285714286,9.5,5.405635898846635,28
40.78_-73.98,23,9.423076923076923,7.0,7.49492135741571,26
40.78_-73.99,0,1.0769230769230769,1.0,0.27735009811261463,13
40.78_-73.99,1,1.75,1.5,0.9574271077563381,4
40.78_-73.99,2,1.0,1.0,0.0,5
40.78_-73.99,3,1.0,1.0,0.0,2
40.78_-73.99,4,1.0,1.0,,1
40.78_-73.99,5,1.25,1.0,0.4629100498862757,8
40.78_-73.99,6,1.6666666666666667,1.5,0.7784989441615229,12
40.78_-73.99,7,2.4545454545454546,1.5,2.0407111908602267,22
40.78_-73.99,8,2.48,2.0,1.7823205847059802,25
40.78_-73.99,9,2.6538461538461537,2.0,1.7191232112285073,26
40.78_-73.99,10,2.6923076923076925,2.0,1.7150913857688348,26
40.78_-73.99,11,2.88,2.0,1.76351920885484,25
40.78_-73.99,12,3.1923076923076925,2.5,1.8551383941739934,26
40.78_-73.99,13,2.56,3.0,1.2274635093014648,25
40.78_-73.99,14,2.6363636363636362,2.0,1.3988244910316505,22
40.78_-73.99,15,2.9523809523809526,3.0,1.8296499795368095,21
40.78_-73.99,16,1.8695652173913044,2.0,1.0137396037394037,23
40.78_-73.99,17,2.892857142857143,3.0,1.3700307029348382,28
40.78_-73.99,18,3.0,2.0,2.15322168769582,23
40.78_-73.99,19,2.3181818181818183,2.0,0.7162311170195086,22
40.78_-73.99,20,2.0,1.0,1.348399724926484,23
40.78_-73.99,21,1.3157894736842106,1.0,0.5823927253578186,19
40.78_-73.99,22,1.5789473684210527,1.0,0.7685331969757724,19
40.78_-73.99,23,1.9166666666666667,1.0,1.6213537179739277,12
40.78_-74.0,10,1.0,1.0,,1
40.78_-74.01,4,1.0,1.0,,1
40.78_-74.01,18,1.0,1.0,,1
40.78_-74.01,23,1.0,1.0,,1
40.78_-74.05,21,1.0,1.0,,1
40.78_-74.06,0,1.0,1.0,,1
40.79_-73.72,3,1.0,1.0,,1
40.79_-73.87,7,1.0,1.0,,1
40.79_-73.89,18,1.0,1.0,,1
40.79_-73.93,6,1.0,1.0,,1
40.79_-73.93,7,1.0,1.0,,1
40.79_-73.93,13,1.0,1.0,,1
40.79_-73.93,15,1.0,1.0,,1
40.79_-73.93,18,1.0,1.0,,1
40.79_-73.94,0,1.5,1.0,0.674199862463242,12
40.79_-73.94,1,1.4,1.0,0.5163977794943222,10
40.79_-73.94,2,1.5714285714285714,1.0,1.511857892036909,7
40.79_-73.94,3,1.25,1.0,0.5,4
40.79_-73.94,4,2.0,1.5,1.4142135623730951,4
40.79_-73.94,5,1.3333333333333333,1.0,0.5,9
40.79_-73.94,6,1.4666666666666666,1.0,0.7432233529572065,15
40.79_-73.94,7,2.0526315789473686,2.0,1.0259783520851542,19
40.79_-73.94,8,1.736842105263158,1.0,1.1945294407402949,19
40.79_-73.94,9,2.263157894736842,2.0,1.367971136113539,19
40.79_-73.94,10,1.375,1.0,0.6191391873668903,16
40.79_-73.94,11,1.5,1.0,0.7977240352174656,12
40.79_-73.94,12,1.5294117647058822,1.0,0.8744746321952063,17
40.79_-73.94,13,1.588235294117647,1.0,0.8702602720890289,17
40.79_-73.94,14,1.2105263157894737,1.0,0.5353033790313108,19
40.79_-73.94,15,1.6666666666666667,1.0,0.9847319278346618,12
40.79_-73.94,16,2.0,2.0,1.1547005383792515,16
40.79_-73.94,17,1.4,1.0,0.7539370349250519,20
40.79_-73.94,18,1.4375,1.0,0.7274384280931733,16
40.79_-73.94,19,1.6111111111111112,1.0,0.8498365855987974,18
40.79_-73.94,20,1.1176470588235294,1.0,0.3321055820775357,17
40.79_-73.94,21,1.1176470588235294,1.0,0.3321055820775357,17
40.79_-73.94,22,1.3888888888888888,1.0,0.6978023391872253,18
40.79_-73.94,23,1.1428571428571428,1.0,0.36313651960128146,14
40.79_-73.95,0,1.9473684210526316,1.0,1.4709665835968129,19
40.79_-73.95,1,1.25,1.0,0.621581560508061,12
40.79_-73.95,2,1.5384615384615385,1.0,0.8770580193070292,13
40.79_-73.95,3,2.0,1.0,2.0,6
40.79_-73.95,4,2.0,2.0,1.0,5
40.79_-73.95,5,2.1538461538461537,2.0,1.281025230440697,13
40.79_-73.95,6,2.2941176470588234,2.0,1.5718104959867516,17
40.79_-73.95,7,5.666666666666667,5.0,3.6268231489619334,27
40.79_-73.95,8,4.481481481481482,4.0,3.806577004347671,27
40.79_-73.95,9,4.625,4.5,1.906795627543076,24
40.79_-73.95,10,3.5,3.0,2.0457725155024407,28
40.79_-73.95,11,3.0714285714285716,2.5,1.5378814535195373,28
40.79_-73.95,12,3.7037037037037037,3.0,2.1628829552388353,27
40.79_-73.95,13,2.7586206896551726,3.0,1.327058304613013,29
40.79_-73.95,14,4.153846153846154,4.0,2.1107782013713843,26
40.79_-73.95,15,4.178571428571429,4.0,1.9446711885935968,28
40.79_-73.95,16,3.2962962962962963,3.0,2.283971150545518,27
40.79_-73.95,17,3.5357142857142856,3.0,1.9528164438810072,28
40.79_-73.95,18,3.4814814814814814,3.0,2.1549651143057154,27
40.79_-73.95,19,2.933333333333333,2.5,1.8925139881655564,30
40.79_-73.95,20,2.72,2.0,1.904380914278093,25
40.79_-73.95,21,1.8461538461538463,1.0,1.2551432648843777,26
40.79_-73.95,22,1.7826086956521738,2.0,0.9980217586956908,23
40.79_-73.95,23,2.1666666666666665,2.0,1.0072203103706698,24
40.79_-73.96,0,1.75,1.5,0.9574271077563382,4
40.79_-73.96,1,1.0,1.0,0.0,3
40.79_-73.96,2,1.0,1.0,0.0,4
40.79_-73.96,3,1.0,1.0,0.0,2
40.79_-73.96,4,1.0,1.0,0.0,3
40.79_-73.96,5,1.1666666666666667,1.0,0.408248290463863,6
40.79_-73.96,6,1.4166666666666667,1.0,0.6685579234215215,12
40.79_-73.96,7,3.0,2.0,2.1213203435596424,21
40.79_-73.96,8,2.260869565217391,2.0,1.3557081780499889,23
40.79_-73.96,9,2.52,2.0,1.4753530650887154,25
40.79_-73.96,10,2.4,2.0,1.187655806953123,20
40.79_-73.96,11,1.9090909090909092,1.5,1.191601200030203,22
40.79_-73.96,12,1.9583333333333333,2.0,1.1220775245117838,24
40.79_-73.96,13,1.85,2.0,0.812727700887249,20
40.79_-73.96,14,1.8461538461538463,1.0,1.2228591968761635,26
40.79_-73.96,15,2.7083333333333335,2.0,1.7315277663950703,24
40.79_-73.96,16,2.5789473684210527,2.0,1.6437014284732228,19
40.79_-73.96,17,2.25,2.0,1.1515584902738285,24
40.79_-73.96,18,2.1538461538461537,2.0,1.120439474217423,26
40.79_-73.96,19,2.380952380952381,2.0,1.1169686869465265,21
40.79_-73.96,20,2.0,2.0,1.1547005383792515,13
40.79_-73.96,21,1.7142857142857142,1.0,0.9944903161976938,14
40.79_-73.96,22,1.5833333333333333,1.0,0.7929614610987591,12
40.79_-73.96,23,1.375,1.0,0.7440238091428449,8
40.79_-73.97,0,4.0,3.0,3.5508725198426814,24
40.79_-73.97,1,3.0,2.5,1.9735087641318605,20
40.79_-73.97,2,2.7222222222222223,2.0,2.2959185155543653,18
40.79_-73.97,3,1.9230769230769231,1.0,1.7059473644448735,13
40.79_-73.97,4,2.888888888888889,2.0,2.204792759220492,9
40.79_-73.97,5,3.05,3.0,2.282081229238369,20
40.79_-73.97,6,3.8260869565217392,3.0,2.4055272321930037,23
40.79_-73.97,7,8.7,7.0,6.513381451368749,30
40.79_-73.97,8,10.566666666666666,8.5,8.799229328845179,30
40.79_-73.97,9,9.03448275862069,9.0,4.460002871721446,29
40.79_-73.97,10,9.793103448275861,8.0,5.101675567503201,29
40.79_-73.97,11,7.483870967741935,7.0,4.6322850210375695,31
40.79_-73.97,12,9.03225806451613,8.0,4.956368771373803,31
40.79_-73.97,13,8.225806451612904,8.0,4.737859414119101,31
40.79_-73.97,14,11.5,12.0,4.629366531476917,30
40.79_-73.97,15,11.89655172413793,10.0,7.301393348367572,29
40.79_-73.97,16,10.548387096774194,11.0,5.548805935679131,31
40.79_-73.97,17,11.433333333333334,11.0,5.250177884233254,30
40.79_-73.97,18,11.451612903225806,11.0,6.4644603264176626,31
40.79_-73.97,19,11.161290322580646,11.0,6.072323960360637,31
40.79_-73.97,20,7.758620689655173,7.0,4.641852865996148,29
40.79_-73.97,21,8.241379310344827,7.0,4.396875289938405,29
40.79_-73.97,22,6.148148148148148,6.0,4.373906049637341,27
40.79_-73.97,23,5.428571428571429,4.0,5.5406148303606795,28
40.79_-73.98,0,3.409090909090909,3.0,2.423281736054306,22
40.79_-73.98,1,2.25,2.0,1.2909944487358056,16
40.79_-73.98,2,2.4285714285714284,1.5,2.064881658530644,14
40.79_-73.98,3,1.9,1.5,1.1005049346146119,10
40.79_-73.98,4,2.4285714285714284,2.0,0.5345224838248488,7
40.79_-73.98,5,1.5833333333333333,1.0,0.7929614610987591,12
40.79_-73.98,6,2.5555555555555554,1.0,2.6171880334844837,18
40.79_-73.98,7,4.296296296296297,4.0,2.4308089001054585,27
40.79_-73.98,8,4.36,4.0,3.6615115275889365,25
40.79_-73.98,9,5.142857142857143,4.0,3.296623252318176,28
40.79_-73.98,10,4.666666666666667,4.0,3.088726256089632,30
40.79_-73.98,11,5.275862068965517,5.0,2.4625270371849717,29
40.79_-73.98,12,5.7,6.0,3.0978301638627532,30
40.79_-73.98,13,4.774193548387097,3.0,3.343747173649695,31
40.79_-73.98,14,6.290322580645161,6.0,2.747041419261782,31
40.79_-73.98,15,7.142857142857143,6.0,4.70393283614723,28
40.79_-73.98,16,5.533333333333333,5.5,2.0126039631889032,30
40.79_-73.98,17,5.633333333333334,5.0,3.1236951298690814,30
40.79_-73.98,18,8.3,8.5,3.649751999132601,30
40.79_-73.98,19,6.333333333333333,6.0,2.6435782090050672,30
40.79_-73.98,20,5.103448275862069,5.0,2.3352091920090055,29
40.79_-73.98,21,4.896551724137931,4.0,3.2220759455690637,29
40.79_-73.98,22,4.458333333333333,4.0,2.0847096902815085,24
40.79_-73.98,23,3.75,2.0,3.541677323087123,24
40.79_-74.02,1,1.0,1.0,,1
40.7_-73.8,15,1.0,1.0,,1
40.7_-73.8,16,1.0,1.0,,1
40.7_-73.81,3,1.0,1.0,,1
40.7_-73.81,9,1.0,1.0,0.0,2
40.7_-73.81,13,1.0,1.0,,1
40.7_-73.81,15,1.0,1.0,0.0,2
40.7_-73.81,16,1.0,1.0,0.0,2
40.7_-73.81,17,1.0,1.0,,1
40.7_-73.81,18,1.0,1.0,,1
40.7_-73.81,19,2.0,2.0,,1
40.7_-73.81,22,1.0,1.0,,1
40.7_-73.82,0,1.0,1.0,0.0,2
40.7_-73.82,6,1.0,1.0,,1
40.7_-73.82,13,1.0,1.0,,1
40.7_-73.82,14,1.0,1.0,0.0,3
40.7_-73.82,17,1.0,1.0,,1
40.7_-73.82,19,1.0,1.0,0.0,2
40.7_-73.82,20,1.0,1.0,0.0,2
40.7_-73.82,21,1.0,1.0,,1
40.7_-73.83,3,1.0,1.0,,1
40.7_-73.83,8,1.0,1.0,,1
40.7_-73.83,12,1.0,1.0,,1
40.7_-73.84,4,1.0,1.0,,1
40.7_-73.86,4,1.0,1.0,,1
40.7_-73.89,0,1.0,1.0,,1
40.7_-73.9,6,1.0,1.0,,1
40.7_-73.91,0,1.0,1.0,0.0,4
40.7_-73.91,1,1.0,1.0,0.0,3
40.7_-73.91,2,1.3333333333333333,1.0,0.5773502691896257,3
40.7_-73.91,3,1.0,1.0,,1
40.7_-73.91,7,1.0,1.0,0.0,2
40.7_-73.91,8,1.0,1.0,,1
40.7_-73.91,14,1.0,1.0,,1
40.7_-73.91,19,1.0,1.0,,1
40.7_-73.92,0,1.0,1.0,0.0,2
40.7_-73.92,1,1.0,1.0,0.0,2
40.7_-73.92,2,1.2,1.0,0.4472135954999579,5
40.7_-73.92,3,1.5,1.5,0.7071067811865476,2
