PULocationID,pickup_hour,demand_mean,demand_median,demand_std,samples
40.7_-73.92,4,2.3333333333333335,2.0,1.5275252316519468,3
40.7_-73.92,5,1.0,1.0,,1
40.7_-73.92,7,1.0,1.0,,1
40.7_-73.92,10,1.0,1.0,,1
40.7_-73.92,19,1.0,1.0,0.0,2
40.7_-73.92,21,1.0,1.0,,1
40.7_-73.92,23,1.0,1.0,0.0,2
40.7_-73.93,0,1.25,1.0,0.5,4
40.7_-73.93,1,1.625,1.5,0.7440238091428449,8
40.7_-73.93,2,1.3,1.0,0.6749485577105528,10
40.7_-73.93,3,1.625,1.0,1.0606601717798212,8
40.7_-73.93,4,3.0,2.0,2.345207879911715,5
40.7_-73.93,5,1.0,1.0,0.0,3
40.7_-73.93,6,1.0,1.0,,1
40.7_-73.93,7,1.0,1.0,,1
40.7_-73.93,8,1.0,1.0,,1
40.7_-73.93,12,1.0,1.0,0.0,2
40.7_-73.93,15,1.0,1.0,,1
40.7_-73.93,20,1.0,1.0,0.0,4
40.7_-73.93,21,1.6666666666666667,2.0,0.5773502691896257,3
40.7_-73.93,22,1.0,1.0,0.0,4
40.7_-73.93,23,1.0,1.0,0.0,9
40.7_-73.94,0,1.0,1.0,0.0,4
40.7_-73.94,1,1.25,1.0,0.5,4
40.7_-73.94,2,1.0,1.0,0.0,3
40.7_-73.94,3,1.0,1.0,0.0,5
40.7_-73.94,4,1.25,1.0,0.5,4
40.7_-73.94,5,1.0,1.0,0.0,2
40.7_-73.94,7,1.0,1.0,,1
40.7_-73.94,8,1.0,1.0,,1
40.7_-73.94,9,2.0,2.0,,1
40.7_-73.94,12,1.0,1.0,,1
40.7_-73.94,13,1.0,1.0,,1
40.7_-73.94,14,1.0,1.0,,1
40.7_-73.94,15,1.0,1.0,,1
40.7_-73.94,16,1.0,1.0,,1
40.7_-73.94,17,1.0,1.0,0.0,2
40.7_-73.94,18,1.0,1.0,,1
40.7_-73.94,19,1.2,1.0,0.4472135954999579,5
40.7_-73.94,20,1.0,1.0,0.0,2
40.7_-73.94,21,1.25,1.0,0.5,4
40.7_-73.94,22,1.25,1.0,0.5,4
40.7_-73.94,23,1.3333333333333333,1.0,0.5773502691896258,3
40.7_-73.95,0,1.0,1.0,0.0,2
40.7_-73.95,1,1.0,1.0,0.0,4
40.7_-73.95,3,2.0,2.0,,1
40.7_-73.95,4,1.0,1.0,,1
40.7_-73.95,5,1.0,1.0,,1
40.7_-73.95,8,1.0,1.0,,1
40.7_-73.95,18,1.0,1.0,,1
40.7_-73.95,20,1.0,1.0,,1
40.7_-73.95,21,1.0,1.0,0.0,2
40.7_-73.95,22,1.0,1.0,0.0,2
40.7_-73.95,23,1.0,1.0,,1
40.7_-73.96,0,1.0,1.0,0.0,4
40.7_-73.96,1,1.0,1.0,0.0,2
40.7_-73.96,2,1.5,1.5,0.7071067811865476,2
40.7_-73.96,10,1.0,1.0,,1
40.7_-73.96,15,1.0,1.0,0.0,2
40.7_-73.96,18,1.0,1.0,,1
40.7_-73.96,19,1.0,1.0,,1
40.7_-73.96,20,1.0,1.0,,1
40.7_-73.96,21,1.0,1.0,0.0,3
40.7_-73.96,22,1.0,1.0,0.0,4
40.7_-73.96,23,2.0,2.0,0.0,2
40.7_-73.97,1,1.0,1.0,,1
40.7_-73.97,2,1.0,1.0,,1
40.7_-73.97,6,1.0,1.0,,1
40.7_-73.97,13,1.0,1.0,,1
40.7_-73.97,14,1.0,1.0,,1
40.7_-73.97,16,1.0,1.0,0.0,2
40.7_-73.97,19,1.0,1.0,0.0,2
40.7_-73.97,21,1.0,1.0,,1
40.7_-73.98,0,1.0,1.0,0.0,2
40.7_-73.98,1,1.0,1.0,,1
40.7_-73.98,2,1.0,1.0,0.0,3
40.7_-73.98,3,1.0,1.0,0.0,2
40.7_-73.98,5,1.0,1.0,,1
40.7_-73.98,6,1.0,1.0,0.0,3
40.7_-73.98,7,1.0,1.0,0.0,4
40.7_-73.98,8,1.0,1.0,0.0,5
40.7_-73.98,9,1.0,1.0,0.0,3
40.7_-73.98,10,1.0,1.0,0.0,4
40.7_-73.98,11,1.0,1.0,0.0,3
40.7_-73.98,12,1.25,1.0,0.5,4
40.7_-73.98,13,1.0,1.0,,1
40.7_-73.98,14,1.0,1.0,0.0,3
40.7_-73.98,15,2.0,2.0,,1
40.7_-73.98,16,1.0,1.0,0.0,4
40.7_-73.98,17,1.3333333333333333,1.0,0.5773502691896257,3
40.7_-73.98,18,1.0,1.0,0.0,4
40.7_-73.98,19,1.2,1.0,0.4472135954999579,5
40.7_-73.98,20,1.0,1.0,,1
40.7_-73.98,21,1.2,1.0,0.4472135954999579,5
40.7_-73.98,22,1.0,1.0,0.0,5
40.7_-73.98,23,1.3333333333333333,1.0,0.5773502691896257,3
40.7_-73.99,0,1.5,1.5,0.5345224838248488,8
40.7_-73.99,1,1.0,1.0,0.0,4
40.7_-73.99,2,1.3333333333333333,1.0,0.5773502691896257,3
40.7_-73.99,3,2.0,2.0,,1
40.7_-73.99,5,1.0,1.0,0.0,7
40.7_-73.99,6,1.6,1.5,0.6992058987801011,10
40.7_-73.99,7,1.588235294117647,2.0,0.6183469424008424,17
40.7_-73.99,8,1.8,1.0,1.399247918291146,20
40.7_-73.99,9,1.8181818181818181,2.0,0.9816498172140428,11
40.7_-73.99,10,1.3333333333333333,1.0,0.5,9
40.7_-73.99,11,1.1666666666666667,1.0,0.408248290463863,6
40.7_-73.99,12,1.1428571428571428,1.0,0.3779644730092272,7
40.7_-73.99,13,1.4444444444444444,1.0,1.0137937550497031,9
40.7_-73.99,14,1.3333333333333333,1.0,0.5,9
40.7_-73.99,15,1.2,1.0,0.4216370213557839,10
40.7_-73.99,16,1.0,1.0,0.0,4
40.7_-73.99,17,1.0,1.0,0.0,5
40.7_-73.99,18,1.4166666666666667,1.0,0.6685579234215215,12
40.7_-73.99,19,1.1818181818181819,1.0,0.6030226891555273,11
40.7_-73.99,20,1.1666666666666667,1.0,0.38924947208076144,12
40.7_-73.99,21,1.3333333333333333,1.0,0.7071067811865476,9
40.7_-73.99,22,1.2727272727272727,1.0,0.46709936649691375,11
40.7_-73.99,23,1.5,1.0,0.8366600265340756,6
40.7_-74.0,6,1.0,1.0,0.0,4
40.7_-74.0,7,1.0,1.0,0.0,8
40.7_-74.0,8,1.0,1.0,,1
40.7_-74.0,9,1.0,1.0,0.0,3
40.7_-74.0,10,1.0,1.0,0.0,2
40.7_-74.0,11,1.0,1.0,,1
40.7_-74.0,12,1.0,1.0,,1
40.7_-74.0,14,1.0,1.0,0.0,2
40.7_-74.0,15,1.0,1.0,,1
40.7_-74.0,18,1.0,1.0,,1
40.7_-74.0,20,1.0,1.0,,1
40.7_-74.0,21,1.0,1.0,,1
40.7_-74.0,22,1.0,1.0,,1
40.7_-74.01,0,1.7916666666666667,1.0,1.141287094417552,24
40.7_-74.01,1,1.7333333333333334,1.0,1.3870146083619754,15
40.7_-74.01,2,2.2857142857142856,2.0,1.7994708216848745,7
40.7_-74.01,3,1.5714285714285714,1.0,0.7867957924694432,7
40.7_-74.01,4,1.75,2.0,0.5,4
40.7_-74.01,5,1.1666666666666667,1.0,0.408248290463863,6
40.7_-74.01,6,1.7,2.0,0.6749485577105528,10
40.7_-74.01,7,2.227272727272727,2.0,1.6883866117241486,22
40.7_-74.01,8,2.272727272727273,2.0,1.7776875878998424,22
40.7_-74.01,9,2.5652173913043477,3.0,1.4086126945758217,23
40.7_-74.01,10,2.5,2.0,1.9700132946131055,22
40.7_-74.01,11,2.5555555555555554,2.0,1.688097509806344,18
40.7_-74.01,12,2.3333333333333335,2.0,1.3301243435223524,27
40.7_-74.01,13,2.310344827586207,2.0,1.2846191285430555,29
40.7_-74.01,14,3.3,3.0,2.151983848163973,30
40.7_-74.01,15,3.0833333333333335,3.0,1.6918388932104944,24
40.7_-74.01,16,2.5925925925925926,2.0,1.8658728470829629,27
40.7_-74.01,17,2.772727272727273,3.0,1.3068252399583533,22
40.7_-74.01,18,3.185185185185185,3.0,2.3702813373592635,27
40.7_-74.01,19,4.0,3.5,2.6076809620810595,26
40.7_-74.01,20,3.185185185185185,3.0,2.1668310259816517,27
40.7_-74.01,21,2.642857142857143,2.0,1.445664930039838,28
40.7_-74.01,22,2.789473684210526,2.0,2.0433889978394295,19
40.7_-74.01,23,2.4210526315789473,2.0,1.0706067580626215,19
40.7_-74.02,0,1.0,1.0,,1
40.7_-74.02,4,1.0,1.0,,1
40.7_-74.02,5,1.0,1.0,,1
40.7_-74.02,7,1.0,1.0,0.0,3
40.7_-74.02,8,1.1666666666666667,1.0,0.408248290463863,6
40.7_-74.02,9,1.0,1.0,0.0,3
40.7_-74.02,10,1.0,1.0,0.0,3
40.7_-74.02,11,1.0,1.0,0.0,3
40.7_-74.02,12,1.0,1.0,0.0,4
40.7_-74.02,13,1.1666666666666667,1.0,0.408248290463863,6
40.7_-74.02,14,1.0,1.0,0.0,6
40.7_-74.02,15,1.25,1.0,0.4629100498862757,8
40.7_-74.02,16,1.0,1.0,0.0,5
40.7_-74.02,17,1.0,1.0,0.0,2
40.7_-74.02,18,1.0,1.0,0.0,2
40.7_-74.02,19,1.0,1.0,0.0,4
40.7_-74.02,20,1.0,1.0,0.0,3
40.7_-74.02,21,1.2,1.0,0.4472135954999579,5
40.7_-74.02,22,1.3333333333333333,1.0,0.5773502691896257,3
40.7_-74.02,23,1.0,1.0,0.0,2
40.7_-74.18,8,1.0,1.0,,1
40.7_-74.18,17,1.0,1.0,,1
40.7_-74.3,10,1.0,1.0,,1
40.81_-73.7,4,1.0,1.0,,1
40.81_-73.85,19,1.0,1.0,,1
40.81_-73.9,7,1.0,1.0,,1
40.81_-73.91,3,1.0,1.0,,1
40.81_-73.91,7,1.0,1.0,,1
40.81_-73.91,12,1.0,1.0,0.0,2
40.81_-73.92,2,1.0,1.0,,1
40.81_-73.92,7,1.0,1.0,,1
40.81_-73.92,8,1.0,1.0,,1
40.81_-73.92,10,1.0,1.0,,1
40.81_-73.92,16,1.0,1.0,,1
40.81_-73.92,21,1.0,1.0,,1
40.81_-73.93,0,1.0,1.0,0.0,4
40.81_-73.93,1,1.0,1.0,0.0,3
40.81_-73.93,2,1.0,1.0,0.0,2
40.81_-73.93,3,1.0,1.0,,1
40.81_-73.93,5,1.0,1.0,0.0,3
40.81_-73.93,7,1.0,1.0,0.0,4
40.81_-73.93,8,1.0,1.0,0.0,3
40.81_-73.93,9,1.0,1.0,0.0,3
40.81_-73.93,10,1.0,1.0,0.0,3
40.81_-73.93,11,1.0,1.0,0.0,3
40.81_-73.93,12,1.0,1.0,0.0,3
40.81_-73.93,13,1.0,1.0,0.0,2
40.81_-73.93,14,1.0,1.0,,1
40.81_-73.93,15,1.0,1.0,,1
40.81_-73.93,16,1.0,1.0,0.0,3
40.81_-73.93,18,1.0,1.0,,1
40.81_-73.93,20,1.0,1.0,,1
40.81_-73.93,21,1.0,1.0,,1
40.81_-73.93,23,1.0,1.0,0.0,2
40.81_-73.94,0,1.2222222222222223,1.0,0.4409585518440984,9
40.81_-73.94,1,1.0,1.0,0.0,4
40.81_-73.94,2,1.3333333333333333,1.0,0.816496580927726,6
40.81_-73.94,3,1.5,1.5,0.5477225575051662,6
40.81_-73.94,4,1.25,1.0,0.5,4
40.81_-73.94,5,1.2,1.0,0.4472135954999579,5
40.81_-73.94,6,1.6363636363636365,1.0,0.9244162777371753,11
40.81_-73.94,7,1.8235294117647058,2.0,0.8828430011649196,17
40.81_-73.94,8,1.9230769230769231,2.0,0.9540735874430286,13
40.81_-73.94,9,1.5454545454545454,1.0,0.8201995322647245,11
40.81_-73.94,10,1.2857142857142858,1.0,0.4879500364742666,7
40.81_-73.94,11,1.0,1.0,0.0,5
40.81_-73.94,12,1.1111111111111112,1.0,0.3333333333333333,9
40.81_-73.94,13,1.4,1.0,0.5477225575051662,5
40.81_-73.94,14,2.0,1.5,1.2649110640673518,6
40.81_-73.94,15,1.4285714285714286,1.0,1.1338934190276817,7
40.81_-73.94,16,1.0666666666666667,1.0,0.2581988897471611,15
40.81_-73.94,17,1.3333333333333333,1.0,0.49236596391733095,12
40.81_-73.94,18,1.7272727272727273,1.0,1.1908743922772957,11
40.81_-73.94,19,1.4285714285714286,1.0,0.5345224838248488,7
40.81_-73.94,20,1.4285714285714286,1.0,0.7867957924694432,7
40.81_-73.94,21,1.125,1.0,0.3535533905932738,8
40.81_-73.94,22,1.0,1.0,0.0,7
40.81_-73.94,23,1.25,1.0,0.5,4
40.81_-73.95,0,1.5833333333333333,1.0,0.90033663737852,12
40.81_-73.95,1,1.3333333333333333,1.0,0.5163977794943223,6
40.81_-73.95,2,1.8333333333333333,1.5,1.1690451944500122,6
40.81_-73.95,3,1.5,1.5,0.5773502691896257,4
40.81_-73.95,4,1.5,1.5,0.5773502691896257,4
40.81_-73.95,5,1.1666666666666667,1.0,0.408248290463863,6
40.81_-73.95,6,1.1666666666666667,1.0,0.408248290463863,6
40.81_-73.95,7,1.8125,1.0,1.42448821218944,16
40.81_-73.95,8,1.5,1.0,0.816496580927726,16
40.81_-73.95,9,1.4166666666666667,1.0,0.7929614610987591,12
40.81_-73.95,10,1.1428571428571428,1.0,0.3779644730092272,7
40.81_-73.95,11,1.3333333333333333,1.0,0.49236596391733095,12
40.81_-73.95,12,1.1538461538461537,1.0,0.37553380809940534,13
40.81_-73.95,13,1.4285714285714286,1.0,0.7867957924694432,7
40.81_-73.95,14,1.4,1.0,0.6324555320336759,15
40.81_-73.95,15,1.1666666666666667,1.0,0.38924947208076144,12
40.81_-73.95,16,1.5,1.0,0.7071067811865476,10
40.81_-73.95,17,1.5,1.0,0.8574929257125442,18
40.81_-73.95,18,1.6666666666666667,1.0,0.9074852129730301,18
40.81_-73.95,19,1.2307692307692308,1.0,0.5991446895152781,13
40.81_-73.95,20,1.4444444444444444,1.0,0.7264831572567789,9
40.81_-73.95,21,1.625,1.0,0.9574271077563381,16
40.81_-73.95,22,1.2727272727272727,1.0,0.4670993664969138,11
40.81_-73.95,23,1.2307692307692308,1.0,0.4385290096535146,13
40.81_-73.96,0,1.5,1.0,0.9405399431259602,14
40.81_-73.96,1,1.25,1.0,0.45226701686664544,12
40.81_-73.96,2,1.6,1.0,0.8944271909999159,5
40.81_-73.96,3,1.2857142857142858,1.0,0.48795003647426666,7
40.81_-73.96,4,1.1666666666666667,1.0,0.408248290463863,6
40.81_-73.96,5,1.4,1.0,0.5477225575051661,5
40.81_-73.96,6,1.6666666666666667,1.5,0.816496580927726,6
40.81_-73.96,7,1.6956521739130435,1.0,1.258959982348188,23
40.81_-73.96,8,2.1,2.0,1.4473205733717953,20
40.81_-73.96,9,1.8823529411764706,2.0,0.9926198253344827,17
40.81_-73.96,10,1.411764705882353,1.0,0.5072996561958922,17
40.81_-73.96,11,1.7777777777777777,1.0,1.3085940167422419,18
40.81_-73.96,12,2.1578947368421053,2.0,1.4629938062729393,19
40.81_-73.96,13,1.5238095238095237,1.0,0.749603069567329,21
40.81_-73.96,14,1.7826086956521738,1.0,1.0425720702853738,23
40.81_-73.96,15,1.8235294117647058,1.0,1.380004262568012,17
40.81_-73.96,16,1.9523809523809523,2.0,1.2031704150364766,21
40.81_-73.96,17,2.388888888888889,2.0,1.3779306261410682,18
40.81_-73.96,18,2.260869565217391,2.0,1.3888317950496063,23
40.81_-73.96,19,2.090909090909091,1.5,1.2309149097933274,22
40.81_-73.96,20,1.6875,1.5,0.873212459828649,16
40.81_-73.96,21,1.8181818181818181,1.0,1.2587357087234734,22
40.81_-73.96,22,2.0,2.0,1.109400392450458,14
40.81_-73.96,23,2.0,2.0,0.9999999999999999,13
40.81_-73.97,0,1.2857142857142858,1.0,0.48795003647426655,7
40.81_-73.97,1,1.0,1.0,0.0,2
40.81_-73.97,2,1.0,1.0,,1
40.81_-73.97,4,1.3333333333333333,1.0,0.5773502691896258,3
40.81_-73.97,6,1.0,1.0,,1
40.81_-73.97,7,1.125,1.0,0.3535533905932738,8
40.81_-73.97,8,1.1111111111111112,1.0,0.3333333333333333,9
40.81_-73.97,9,1.0,1.0,0.0,5
40.81_-73.97,10,1.4285714285714286,1.0,0.7867957924694432,7
40.81_-73.97,11,1.1111111111111112,1.0,0.3333333333333333,9
40.81_-73.97,12,1.4285714285714286,1.0,0.5345224838248488,7
40.81_-73.97,13,1.5,1.5,0.5477225575051661,6
40.81_-73.97,14,1.1,1.0,0.31622776601683794,10
40.81_-73.97,15,1.6153846153846154,1.0,0.8697184926229042,13
40.81_-73.97,16,1.2727272727272727,1.0,0.904534033733291,11
40.81_-73.97,17,1.375,1.0,0.7440238091428449,8
40.81_-73.97,18,1.2857142857142858,1.0,0.48795003647426666,7
40.81_-73.97,19,2.0,1.0,1.4142135623730951,5
40.81_-73.97,20,1.0,1.0,0.0,3
40.81_-73.97,21,1.0,1.0,0.0,9
40.81_-73.97,22,1.25,1.0,0.46291004988627577,8
40.81_-73.97,23,1.3333333333333333,1.0,0.816496580927726,6
40.81_-73.98,2,1.0,1.0,,1
40.82_-73.84,1,1.0,1.0,,1
40.82_-73.86,7,1.0,1.0,,1
40.82_-73.88,22,1.0,1.0,,1
40.82_-73.89,4,1.0,1.0,,1
40.82_-73.89,8,1.0,1.0,,1
40.82_-73.89,16,1.0,1.0,,1
40.82_-73.89,19,1.0,1.0,,1
40.82_-73.9,7,1.0,1.0,,1
40.82_-73.9,14,1.0,1.0,,1
40.82_-73.91,0,1.0,1.0,,1
40.82_-73.91,1,1.0,1.0,,1
40.82_-73.91,2,1.0,1.0,,1
40.82_-73.91,5,1.0,1.0,,1
40.82_-73.91,7,1.0,1.0,,1
40.82_-73.91,8,1.0,1.0,,1
40.82_-73.91,9,1.0,1.0,0.0,3
40.82_-73.91,12,1.0,1.0,,1
40.82_-73.91,15,1.0,1.0,,1
40.82_-73.91,22,1.0,1.0,,1
40.82_-73.92,1,1.0,1.0,,1
40.82_-73.92,2,1.0,1.0,,1
40.82_-73.92,3,1.0,1.0,0.0,3
40.82_-73.92,5,1.0,1.0,0.0,4
40.82_-73.92,8,1.0,1.0,,1
40.82_-73.92,10,1.0,1.0,0.0,2
40.82_-73.92,16,1.0,1.0,,1
40.82_-73.92,17,1.0,1.0,0.0,3
40.82_-73.92,18,1.0,1.0,0.0,2
40.82_-73.92,19,1.0,1.0,,1
40.82_-73.92,20,1.0,1.0,0.0,2
40.82_-73.92,23,1.0,1.0,,1
40.82_-73.93,0,1.0,1.0,,1
40.82_-73.93,4,1.0,1.0,,1
40.82_-73.93,5,1.0,1.0,0.0,2
40.82_-73.93,8,1.0,1.0,0.0,2
40.82_-73.93,9,1.0,1.0,,1
40.82_-73.93,16,1.0,1.0,0.0,2
40.82_-73.93,19,1.0,1.0,,1
40.82_-73.93,21,1.0,1.0,,1
40.82_-73.93,22,1.0,1.0,,1
40.82_-73.93,23,1.0,1.0,0.0,3
40.82_-73.94,0,1.5,1.0,1.0,4
40.82_-73.94,1,1.0,1.0,0.0,4
40.82_-73.94,2,1.25,1.0,0.5,4
40.82_-73.94,3,1.6666666666666667,1.0,1.1547005383792517,3
40.82_-73.94,4,1.3333333333333333,1.0,0.5773502691896257,3
40.82_-73.94,5,1.2222222222222223,1.0,0.44095855184409843,9
40.82_-73.94,6,1.0,1.0,0.0,3
40.82_-73.94,7,1.9230769230769231,2.0,0.75955452531275,13
40.82_-73.94,8,1.0,1.0,0.0,5
40.82_-73.94,9,1.1666666666666667,1.0,0.408248290463863,6
40.82_-73.94,10,1.6,2.0,0.5477225575051662,5
40.82_-73.94,11,1.1428571428571428,1.0,0.3779644730092272,7
40.82_-73.94,12,1.0,1.0,0.0,2
40.82_-73.94,13,1.0,1.0,0.0,6
40.82_-73.94,14,1.0,1.0,0.0,6
40.82_-73.94,15,1.25,1.0,0.5,4
40.82_-73.94,16,1.0,1.0,0.0,3
40.82_-73.94,17,1.25,1.0,0.5,4
40.82_-73.94,18,1.1666666666666667,1.0,0.408248290463863,6
40.82_-73.94,19,2.0,2.0,1.4142135623730951,2
40.82_-73.94,20,1.0,1.0,0.0,7
40.82_-73.94,21,1.0,1.0,0.0,4
40.82_-73.94,23,1.0,1.0,0.0,4
40.82_-73.95,0,1.3,1.0,0.4830458915396479,10
40.82_-73.95,1,1.125,1.0,0.3535533905932738,8
40.82_-73.95,2,1.0,1.0,0.0,3
40.82_-73.95,3,1.25,1.0,0.5,4
40.82_-73.95,4,1.3333333333333333,1.0,0.5163977794943222,6
40.82_-73.95,5,2.0,2.0,1.4142135623730951,2
40.82_-73.95,6,1.3333333333333333,1.0,0.816496580927726,6
40.82_-73.95,7,1.0625,1.0,0.24999999999999997,16
40.82_-73.95,8,1.25,1.0,0.621581560508061,12
40.82_-73.95,9,1.3,1.0,0.48304589153964794,10
40.82_-73.95,10,1.0,1.0,0.0,6
40.82_-73.95,11,1.125,1.0,0.3535533905932738,8
40.82_-73.95,12,1.1666666666666667,1.0,0.408248290463863,6
40.82_-73.95,13,1.2222222222222223,1.0,0.6666666666666666,9
40.82_-73.95,14,1.0833333333333333,1.0,0.28867513459481287,12
40.82_-73.95,15,1.3333333333333333,1.0,0.816496580927726,6
40.82_-73.95,16,1.1111111111111112,1.0,0.3333333333333333,9
40.82_-73.95,17,1.3333333333333333,1.0,0.816496580927726,6
40.82_-73.95,18,1.2857142857142858,1.0,0.48795003647426655,7
40.82_-73.95,19,1.4,1.0,0.5477225575051662,5
40.82_-73.95,20,1.2857142857142858,1.0,0.7559289460184545,7
40.82_-73.95,21,1.5,1.5,0.5477225575051662,6
40.82_-73.95,22,1.0,1.0,0.0,3
40.82_-73.95,23,1.125,1.0,0.3535533905932738,8
40.82_-73.96,0,1.1,1.0,0.31622776601683794,10
40.82_-73.96,1,1.0,1.0,0.0,3
40.82_-73.96,2,1.5,1.0,0.8366600265340756,6
40.82_-73.96,3,1.4,1.0,0.5477225575051661,5
40.82_-73.96,4,1.25,1.0,0.5,4
40.82_-73.96,5,1.0,1.0,,1
40.82_-73.96,6,1.0,1.0,0.0,5
40.82_-73.96,7,1.5,1.0,0.904534033733291,12
40.82_-73.96,8,1.125,1.0,0.3535533905932738,8
40.82_-73.96,9,1.1,1.0,0.31622776601683794,10
40.82_-73.96,10,1.125,1.0,0.3535533905932738,8
40.82_-73.96,11,1.0,1.0,0.0,5
40.82_-73.96,12,1.0,1.0,0.0,5
40.82_-73.96,13,1.3333333333333333,1.0,0.816496580927726,6
40.82_-73.96,14,1.1428571428571428,1.0,0.3779644730092272,7
40.82_-73.96,15,1.0,1.0,0.0,10
40.82_-73.96,16,1.3333333333333333,1.0,0.7071067811865476,9
40.82_-73.96,17,1.1111111111111112,1.0,0.3333333333333333,9
40.82_-73.96,18,1.1818181818181819,1.0,0.40451991747794525,11
40.82_-73.96,19,1.6875,2.0,0.7932002689527196,16
40.82_-73.96,20,1.1428571428571428,1.0,0.3779644730092272,7
40.82_-73.96,21,1.3333333333333333,1.0,0.7071067811865476,9
40.82_-73.96,22,1.125,1.0,0.3535533905932738,8
40.82_-73.96,23,1.0,1.0,0.0,4
40.82_-74.03,21,1.0,1.0,,1
40.82_-74.25,4,1.0,1.0,,1
40.83_-73.7,12,1.0,1.0,,1
40.83_-73.83,20,1.0,1.0,,1
40.83_-73.85,4,1.0,1.0,,1
40.83_-73.85,9,1.0,1.0,0.0,2
40.83_-73.85,10,1.0,1.0,,1
40.83_-73.86,4,1.0,1.0,,1
40.83_-73.86,6,1.0,1.0,,1
40.83_-73.86,8,1.0,1.0,,1
40.83_-73.87,8,1.0,1.0,,1
40.83_-73.88,6,1.0,1.0,,1
40.83_-73.91,3,1.0,1.0,,1
40.83_-73.91,6,1.0,1.0,,1
40.83_-73.91,17,1.0,1.0,,1
40.83_-73.92,0,1.5,1.5,0.7071067811865476,2
40.83_-73.92,2,1.0,1.0,,1
40.83_-73.92,3,1.0,1.0,,1
40.83_-73.92,5,2.0,2.0,,1
40.83_-73.92,6,1.0,1.0,,1
40.83_-73.92,7,1.0,1.0,0.0,5
40.83_-73.92,8,1.0,1.0,0.0,2
40.83_-73.92,11,1.0,1.0,,1
40.83_-73.92,17,1.0,1.0,,1
40.83_-73.92,19,1.0,1.0,0.0,3
40.83_-73.92,20,1.0,1.0,,1
40.83_-73.92,21,1.0,1.0,,1
40.83_-73.93,4,1.0,1.0,,1
40.83_-73.93,5,1.0,1.0,,1
40.83_-73.93,7,1.0,1.0,,1
40.83_-73.93,11,1.0,1.0,,1
40.83_-73.93,19,1.0,1.0,,1
40.83_-73.93,22,1.0,1.0,,1
40.83_-73.94,0,1.0,1.0,,1
40.83_-73.94,1,1.0,1.0,0.0,3
40.83_-73.94,2,1.3333333333333333,1.0,0.5773502691896257,3
40.83_-73.94,3,1.0,1.0,0.0,2
40.83_-73.94,4,1.0,1.0,,1
40.83_-73.94,5,1.0,1.0,0.0,2
40.83_-73.94,6,1.0,1.0,0.0,3
40.83_-73.94,7,1.0,1.0,0.0,3
40.83_-73.94,8,1.6666666666666667,1.0,1.1547005383792517,3
40.83_-73.94,9,1.0,1.0,,1
40.83_-73.94,10,1.25,1.0,0.5,4
40.83_-73.94,12,3.0,3.0,,1
40.83_-73.94,13,1.0,1.0,,1
40.83_-73.94,14,1.0,1.0,0.0,3
40.83_-73.94,16,1.0,1.0,,1
40.83_-73.94,17,1.0,1.0,,1
40.83_-73.94,18,1.0,1.0,0.0,2
40.83_-73.94,19,1.0,1.0,0.0,2
40.83_-73.94,21,1.3333333333333333,1.0,0.5773502691896257,3
40.83_-73.94,22,1.0,1.0,0.0,2
40.83_-73.94,23,1.0,1.0,0.0,3
40.83_-73.95,0,1.2,1.0,0.4472135954999579,5
40.83_-73.95,1,1.5,1.0,0.8366600265340757,6
40.83_-73.95,2,1.5,1.0,1.0,4
40.83_-73.95,3,1.3333333333333333,1.0,0.5773502691896257,3
40.83_-73.95,4,2.0,1.0,1.7320508075688772,3
40.83_-73.95,5,1.0,1.0,0.0,5
40.83_-73.95,6,1.3333333333333333,1.0,0.5773502691896257,3
40.83_-73.95,7,1.2727272727272727,1.0,0.46709936649691375,11
40.83_-73.95,8,1.2727272727272727,1.0,0.6466697906828632,11
40.83_-73.95,9,1.0,1.0,0.0,11
40.83_-73.95,10,1.2857142857142858,1.0,0.4879500364742666,7
40.83_-73.95,11,1.2,1.0,0.4472135954999579,5
40.83_-73.95,12,1.0,1.0,0.0,4
40.83_-73.95,13,1.25,1.0,0.5,4
40.83_-73.95,14,1.0,1.0,0.0,3
40.83_-73.95,15,1.0,1.0,0.0,2
40.83_-73.95,16,1.0,1.0,0.0,2
40.83_-73.95,17,1.4285714285714286,1.0,1.1338934190276817,7
40.83_-73.95,18,1.0,1.0,0.0,7
40.83_-73.95,19,1.0,1.0,0.0,6
40.83_-73.95,20,1.1,1.0,0.31622776601683794,10
40.83_-73.95,21,1.5,1.5,0.5773502691896257,4
40.83_-73.95,22,1.3333333333333333,1.0,0.5773502691896257,3
40.83_-73.95,23,1.4,1.0,0.5477225575051661,5
40.83_-74.24,20,1.0,1.0,,1
40.84_-73.83,3,1.0,1.0,,1
40.84_-73.85,9,1.0,1.0,,1
40.84_-73.85,21,1.0,1.0,,1
40.84_-73.86,7,1.0,1.0,0.0,2
40.84_-73.86,13,1.0,1.0,,1
40.84_-73.88,9,1.0,1.0,,1
40.84_-73.89,3,1.0,1.0,,1
40.84_-73.9,3,1.0,1.0,,1
40.84_-73.9,9,1.0,1.0,,1
40.84_-73.91,2,1.0,1.0,0.0,2
40.84_-73.91,3,1.0,1.0,,1
40.84_-73.91,5,1.0,1.0,,1
40.84_-73.91,8,1.0,1.0,,1
40.84_-73.91,20,1.0,1.0,,1
40.84_-73.92,0,1.0,1.0,,1
40.84_-73.92,6,1.0,1.0,,1
